Point Name,X,Y,Z,LAT
P1372,6.60062,9.36973,166.719,2
P1373,-1.35529,12.922,161.293,9
P1374,-8.8618,12.779,154.205,18
P1375,-14.826,9.20308,146.586,23
P1376,17.8847,-0.256657,171.473,1
P1377,9.28138,8.61673,168.424,5
P1378,0.982905,11.5419,163.067,15
P1379,-6.86501,11.0921,156.333,19
P1380,-13.0791,7.40551,148.969,25
P1381,16.5605,-2.62282,173.662,2
P1382,8.30932,6.71205,170.859,6
P1383,0.264204,10.1417,165.448,16
P1384,-7.426,10.0623,158.528,20
P1385,-13.8816,6.5791,151.266,26
P1386,-4.77765,1.41069,154.556,22
P1387,-9.16543,13.1364,153.77,22
P1388,-16.2088,18.4442,148.908,23
P1389,-23.3461,18.7878,141.656,-10000
P1390,-28.5823,14.6172,133.976,-10000
P1391,-5.71003,-3.05467,156.375,22
P1392,-8.47801,9.20955,156.686,22
P1393,-14.6507,15.8307,152.293,22
P1394,-21.7059,17.6346,145.22,-10000
P1395,-27.6457,14.34,137.668,-10000
P1396,-7.05658,-1.30674,154.865,24
P1397,-10.5232,10.7104,155.219,23
P1398,-17.2017,16.9601,150.982,24
P1399,-24.3852,18.5318,143.96,-10000
P1400,-30.0318,15.1914,136.238,-10000
P1401,0.618411,19.3968,161.264,13
P1402,-9.40848,24.4693,154.311,24
P1403,-17.3098,26.4519,147.802,-160
P1404,-24.4928,26.1814,140.239,-168
P1405,-30.8038,24.1413,132.141,58
P1406,-17.4545,26.8801,146.315,39
P1407,-25.6889,20.2551,138.367,-165
P1408,-31.54,14.6859,131.671,-17
P1409,-37.3267,9.86045,124.395,-33
P1410,-43.6278,6.74662,116.668,-191
